conv_id,turn_id,speaker,utterance,dialog_act,empathy,emotion,emotional_polarity,self_disclosure,empathy_mean,da
342,27,Person 2,its been a good talk. bye,"('fc',)",0.749397457,1.441009283,0.314972788,0.90827316,1.626424343,fc
342,28,Person 1,goodbye,"('fc',)",0.584071517,0.839885592,0.844525099,1.045598507,1.626424343,fc
410,0,Person 1,It saddens me to see the US at 45th below African nations,"('sd',)",3.351970911,3.573801279,2.271933079,2.624056101,1.637293027,sd
410,1,Person 2,yea but its okay,"('sv',)",1.028434396,1.73588264,1.03823185,1.573471189,1.637293027,sv
410,2,Person 1,It's not okay for women to not get paid equally.  Disagree,"('sv',)",2.256987572,2.888285637,1.854473472,2.494781256,1.637293027,sv
410,3,Person 2,why not? they are weaker,"('qh',)",1.972070694,1.706627607,1.635904312,1.676424265,1.637293027,qh
410,4,Person 1,No they aren't,(),1.500444293,1.778931618,1.144007206,1.643433094,1.637293027,none
410,5,Person 2,women have always been weaker physically in general and thus they had to use their wit to get everything they need to manipulate in order to achieve,(),2.266540051,2.112712383,1.638554096,2.488140106,1.637293027,none
410,6,Person 1,You didn't even read the article.  Name on sentence you read,"('qy^d',)",1.157181621,1.554756045,1.392441869,1.381063104,1.637293027,qy
410,7,Person 2,it was about inequality in pay for women compared to men,"('sd',)",2.352078438,1.982679486,1.790751696,1.920292854,1.637293027,sd
410,8,Person 1,I told you that with my first statement - expand,"('sd',)",1.084463596,1.516347885,0.738667846,1.788487554,1.637293027,sd
410,9,Person 2,expand on what? how women deserve less pay?,(),1.821206212,1.925367832,1.363666177,1.64525342,1.637293027,none
410,10,Person 1,No - what the article actually referenced.  You can't,(),1.80164814,2.010157824,1.590546727,1.603155613,1.637293027,none
410,11,Person 2,I just did what else do you want to discuss?,"('qo',)",0.678735673,0.985184491,0.703742921,1.06690383,1.637293027,qo
410,12,Person 1,It was a full length article about other things - you can't name it - you didn't read it,"('sd',)",1.785169601,2.269815207,1.849600673,1.774317145,1.637293027,sd
410,13,Person 2,well that's not for you to decide my assertion is that women deserve less pay,(),1.82626462,2.20262599,1.565837741,2.179558516,1.637293027,none
410,14,Person 1,It is for me to decide because this is the purpose of the survey - not just spouting ignorance that doesn't pertain to the gest of the article,(),1.70267868,2.240055561,1.39032197,2.243763447,1.637293027,none
410,15,Person 2,no its empathic conversation I can give my opinion on how I feel what are you some sort of fascist communist,"('sv',)",1.521633506,2.148241282,1.301749825,2.18314147,1.637293027,sv
410,16,Person 1,"no but you are in the ignorance in how you relate to the people.   All your statements are sexist, ignorant and most likely have no job.   The content of the article is not referenced by you.  Only thing you say continually is women shouldn't get to pay with ridiculous comments.   Everyone has an opinion but is yours supported by anything other than ignorant comments?  so far know.",(),1.895596027,2.843181849,1.237157464,2.702638865,1.637293027,none
410,17,Person 2,what is your synopsis of the article since only your opinion matters. It may be ridiculous but that is an opinion and you can't silence it no matter how hard you want to be able to censor people who have a differing view,"('sv',)",1.782688498,2.602581263,1.324960351,2.301741838,1.637293027,sv
410,18,Person 1,goodbye,"('fc',)",0.584071517,0.839885592,0.844525099,1.045598507,1.637293027,fc
410,19,Person 2,bye,"('fc',)",0.3759965,0.742811799,1.016468167,0.913960814,1.637293027,fc
138,0,Person 1,How do you feel about the article?,"('qo',)",0.821322083,0.825668275,1.146978259,0.87061578,1.662552442,qo
138,1,Person 2,It is terrible...I have never been a fan of divorce,(),3.378389597,3.948832273,2.095701694,2.950285673,1.662552442,none
138,2,Person 1,Me too,(),2.240678549,1.91958499,1.413124681,2.320230961,1.662552442,none
138,3,Person 2,I always believe it is workable,"('sv',)",1.921534896,2.006748438,0.347007602,2.484397411,1.662552442,sv
138,4,Person 1,only if they both willing to make it work,(),1.838690877,1.643541813,0.447529674,1.416953087,1.662552442,none
138,5,Person 2,Yeah..that is what most people aint willing to do,"('aa',)",1.827424765,1.898364544,1.349761248,1.711758256,1.662552442,aa
138,6,Person 1,And that is really sad,"('sv',)",3.809501171,3.720899105,2.109759569,2.385535479,1.662552442,sv
138,7,Person 2,Can you divorce?,"('qy',)",1.013502836,1.249930382,0.954161048,1.282346845,1.662552442,qy
138,8,Person 1,Not sure i ever want that. And you?,"('qy',)",1.376789451,2.111877441,1.146854162,2.128406048,1.662552442,qy
138,9,Person 2,I dont see myself doing it,(),1.52963233,2.030471563,1.325746179,2.24434948,1.662552442,none
138,10,Person 1,Good to know we on same page as that,"('sv',)",1.418026447,2.458693981,0.147420108,1.802538395,1.662552442,sv
138,11,Person 2,yea..the institution should be well guarded,"('aa', 'sv')",1.831747651,1.86074388,0.797426939,1.838347673,1.662552442,aa
138,12,Person 1,I support that,(),2.410193682,2.2142272,0.230324149,2.62052083,1.662552442,none
138,13,Person 2,Nice talking with you. bye,"('fc',)",0.646631181,1.344958186,0.343177229,0.800626934,1.662552442,fc
138,14,Person 1,Not up to 10 turns mate,"('sd',)",1.157178879,1.460843682,1.270053148,1.590959549,1.662552442,sd
138,15,Person 2,My bad...what do you have to add?,(),1.174979091,2.281027317,1.507413745,1.331094742,1.662552442,none
138,16,Person 1,what do you think can be done to prevent such things reoccurring in the society?,"('qw',)",1.593398213,1.423992157,0.949997365,1.321420074,1.662552442,qw
138,17,Person 2,People should know the effects of these on kids,"('sv',)",2.740788698,2.190302372,1.482598662,1.988417149,1.662552442,sv
138,18,Person 1,And before getting into any marriage be sure you really want to spend the rest of your life with that person,"('sv',)",1.635560751,1.989002347,0.806448936,1.937670946,1.662552442,sv
138,19,Person 2,Spot on!!!!,(),1.137373209,2.727974415,0.309113234,1.61322999,1.662552442,none
138,20,Person 1,Good chatting with you....goodbye,"('fc',)",0.696812868,1.308743358,0.404526174,0.866662145,1.662552442,fc
138,21,Person 2,bye,"('fc',)",0.3759965,0.742811799,1.016468167,0.913960814,1.662552442,fc
322,0,Person 1,what did you think about this situation?,"('qo',)",0.75657624,0.774538994,1.02875793,0.773610175,1.671602142,qo
322,1,Person 2,The world is a vampire.,"('sd',)",1.88730824,2.525724173,1.396741986,1.934773445,1.671602142,sd
322,2,Person 1,what do you mean?,(),0.70839864,0.944732964,1.064097285,0.932335913,1.671602142,none
322,3,Person 2,I mean that from the day you are born until the day that you die the amount of options you have to dictate your own fate shrink substantially.,"('sv',)",2.547774315,2.296803236,1.298058987,2.206193209,1.671602142,sv
322,4,Person 1,"I disagree, I think we have many options every day to control our own fate",(),2.363306522,2.318114519,1.523421526,2.463714361,1.671602142,none
322,5,Person 2,"We're talking about vastly different periods of time, but you are certainly entitled to your opinion.",(),2.080646515,1.844457388,1.218796134,1.758389592,1.671602142,none
322,6,Person 1,"Yes I am.  I'm not sure how you think one's options shrink the older they get, but you're certainly entitled to your opinion too.  So what did you think about the man in the article?","('qo',)",1.681186914,1.480472684,0.945201397,1.778208613,1.671602142,qo
322,7,Person 2,"Life in modern society is characterized by indoctrination. You are honed as far as your opportunity and ambition to fill a specific role in society will allow and then you are bound to that by the costs of subsistence. There are always exceptions, but this is the reality for most human beings. The man in the article is probably somewhat inured to slings and arrows, but that doesn't make it right to persecute him because of others mistakes.","('sv',)",2.259596825,2.577687025,1.186714888,2.694477081,1.671602142,sv
322,8,Person 1,"I disagree about indoctrination.  We have the freedom to chose our role in the United States of America, unless perhaps you are speaking of a different culture?  Regardless, that is not at all my reality of that or anyone I know, but perhaps it is yours.",(),1.86000967,1.996843934,1.130976796,2.674093246,1.671602142,none
322,9,Person 2,"I didn't say we weren't free to choose, I said that as we choose our freedom to navigate outside those choices becomes more limited the more choices you make. You're trying to make this political and missing the point entirely. Do you feel any empathy toward the man in the article?","('qy',)",2.094065905,2.13956809,1.258555055,2.06427598,1.671602142,qy
322,10,Person 1,"You sound like an intoxicated person to me.  I don't feel much empathy towards him.  He had a rough childhood, but he has had personal responsibility for himself since the age of 18 and he made poor choices.  He could have made sure his papers were correct and up to date.  That was his responsibility.  He chose to break the law, repeatedly.  What do you think about him?","('qo',)",2.379386425,2.587858915,1.438398242,2.58013773,1.671602142,qo
322,11,Person 2,It's probably difficult for you consider abstract concepts. I apologize. Do you think that he would have been better off if deported at 18 instead of 41?,"('qy',)",2.078691006,1.811369061,1.249508739,1.698171973,1.671602142,qy
322,12,Person 1,"Yep, maybe so","('aa',)",1.466571927,1.474485278,1.065228343,1.479791403,1.671602142,aa
322,13,Person 2,Do you believe his children should be deported as well?,"('qy',)",2.121096373,1.630994797,1.21549499,1.595777631,1.671602142,qy
322,14,Person 1,No,"('nn',)",0.690707803,0.946902156,1.091879487,1.197449446,1.671602142,nn
322,15,Person 2,Why not?,"('qh',)",1.180498123,1.147953749,0.965918958,1.317660332,1.671602142,qh
322,16,Person 1,They are legal citizens,"('sd',)",1.902039647,1.728808284,0.687344134,1.781600595,1.671602142,sd
322,17,Person 2,Did you make any assumptions as to what he had been in trouble with the law for?,"('qy',)",1.325541735,1.265017629,0.974005759,1.288215518,1.671602142,qy
322,18,Person 1,"No, it clearly stated that if you read the article.  Goodbye!","('ng',)",1.275895834,1.653610826,1.185534,1.522462487,1.671602142,ng
322,19,Person 2,"gotta be lower case, friend bye","('fc',)",0.772744179,1.545985222,0.687145591,1.380841494,1.671602142,fc
476,0,Person 1,"Hi there, how are you today?","('fp',)",0.667789817,0.934337258,0.481209844,0.97150147,1.674253164,fp
476,1,Person 2,im doing great! what did you think about what we read?,"('qo',)",0.760085642,1.409240007,0.366463214,1.547389984,1.674253164,qo
476,2,Person 1,I think it's really sad. People just don't try very hard to not waste food. Don't you think?,"('qy',)",3.356372118,2.882430553,1.728798509,2.29433465,1.674253164,qy
476,3,Person 2,yeah i think alot of people dont really think about it,"('aa',)",1.889622211,1.850662708,1.482959986,1.764820337,1.674253164,aa
476,4,Person 1,I know that I'm guilty sometimes of wasting food. How about you?,"('sd',)",1.680437684,2.048422098,1.323174596,2.530726433,1.674253164,sd
476,5,Person 2,same here it was only recently i found out the difference between expiration and use by date,"('sd',)",1.861721992,1.887725234,1.274828792,2.102821112,1.674253164,sd
476,6,Person 1,Do you ever shop at CostCo or BJ's?,"('qy',)",1.045522094,1.326277852,0.7192114,1.519381046,1.674253164,qy
476,7,Person 2,no im a walmart and aldi type of person,(),1.092573047,1.524527311,0.992830276,2.439365864,1.674253164,none
476,8,Person 1,I love Aldi's. Lidl too. We just got a few around where I live.,"('sd',)",1.824467182,1.956232667,0.478754848,2.936158657,1.674253164,sd
476,9,Person 2,oh i have been wanting to shop at a lidl ive heard great things!,"('sv',)",1.549194336,2.274437428,0.209056795,2.40901351,1.674253164,sv
476,10,Person 1,"I sometimes buy too much food at CostCo because it's ""such a great deal"". Then I throw away much more than I want to.","('sd',)",1.811159968,2.395986319,1.455266118,2.988898516,1.674253164,sd
476,11,Person 2,yeah i am guilty when theres a sale and then end up not using it before it goes bad,"('sv',)",1.755734205,2.277685404,1.964686155,2.574643373,1.674253164,sv
476,12,Person 1,I can't believe some of the statistics from that article though. It's shocking that so many people don't think it's a problem.,"('sv',)",2.84996295,3.357156038,1.658036828,2.221261263,1.674253164,sv
476,13,Person 2,ive seen more ads on tv maybe that will bring more awareness,(),2.170450687,1.744821072,0.608630657,1.798737407,1.674253164,none
476,14,Person 1,"Really? I haven't seen any yet. That would be great if it does.  There's a company, I forget the name but a friend of mine gets her food from them, that sells food that is slightly out of date but is still highly edible.","('sd',)",1.899936199,2.114168406,0.734792292,2.384418249,1.674253164,sd
476,15,Person 2,theres also one that sells people the not perfect produce from stores,(),2.05082202,1.73494494,1.650754571,1.868093491,1.674253164,none
476,16,Person 1,Maybe that's the same one. I need to talk to her about it.,(),2.153420925,1.732990623,1.038054228,1.951540351,1.674253164,none
476,17,Person 2,oh okay that is a great service you get them cheaper and less waste,"('sv',)",2.210279226,1.955000043,0.263792485,1.724476337,1.674253164,sv
476,18,Person 1,Do you use it?,"('qy',)",0.788286567,0.915951133,0.821439266,1.139616609,1.674253164,qy
476,19,Person 2,no but ive seen youtubers use it alot,(),1.15020752,1.641029716,0.750409663,1.849958897,1.674253164,none
476,20,Person 1,I hope that reading this article will get me to buy less produce at CostCo even when it's on sale.,"('sd',)",2.010169029,2.325543642,0.298282325,2.744161844,1.674253164,sd
476,21,Person 2,yeah or try and freeze some maybe,"('aa',)",1.369860411,1.393845916,0.869089246,1.321394682,1.674253164,aa
476,22,Person 1,If I had a bigger freezer I would do that. I might just try and get two fruits at a time.,"('sd',)",2.400194407,2.130612612,0.789337814,3.008169413,1.674253164,sd
476,23,Person 2,yeah great idea would save you by not paying for things you wont eat,"('aa',)",2.071596146,1.969738364,0.462004304,1.956387997,1.674253164,aa
476,24,Person 1,"I could always just go to a local supermarket if I really wanted a fruit and not waste so much, you know?","('sd',)",1.973151207,1.972800732,0.704300761,2.821858168,1.674253164,sd
476,25,Person 2,yes i agree. its been nice chatting!,"('fc',)",1.233484507,2.115610838,0.186706245,1.717436314,1.674253164,fc
476,26,Person 1,I didn't know that there were YouTubers that talked about this a lot. Do you watch many food channels?,"('qy',)",1.268729448,1.236464858,0.838704228,1.470893621,1.674253164,qy
476,27,Person 2,yes some just for recipe ideas,(),1.180637598,1.30109179,0.613424778,1.491767764,1.674253164,none
476,28,Person 1,One last thing. Do you think the article will make you talk about this with others more?,"('sv',)",1.35538125,1.218942285,0.523964763,1.199406981,1.674253164,sv
476,29,Person 2,i think so i want to inform people of what a problem this is,(),2.716014624,2.572768927,1.126078844,2.595626593,1.674253164,none
476,30,Person 1,Me too. Great chat. bye,"('fc',)",0.840942919,1.774697065,0.37505278,1.254657865,1.674253164,fc
476,31,Person 2,bye!,"('fc',)",0.587893307,1.090798497,0.625385642,1.006808996,1.674253164,fc
158,0,Person 1,Tell me how you feel about the article?,"('qo',)",0.748794556,0.842568994,1.032328486,0.924487472,1.684454193,qo
158,1,Person 2,I have neutral feelings toward the article overall,"('sd',)",1.054199934,1.39031136,0.985465169,1.616047144,1.684454193,sd
158,2,Person 1,And why did you say that?,"('qw',)",0.768488586,1.038204312,0.878832579,0.999157071,1.684454193,qw
158,3,Person 2,I was not really surprised by the findings and the study was not detailed,"('sd',)",1.524559021,1.598995686,1.146220684,2.006215572,1.684454193,sd
158,4,Person 1,"oh, do you have any idea about the topic before?","('qy',)",0.619519114,0.881961465,0.699445248,0.837138474,1.684454193,qy
158,5,Person 2,"No, but it makes sense that pollutants could act as an irritant and adversely affect those with preexisting lung conditions. How do you feel about the article?","('qo',)",1.966188908,1.384019971,1.219505906,1.611708164,1.684454193,qo
158,6,Person 1,I feel sad for people living with lung cancer in general,"('by',)",3.936388731,3.365420818,2.169244289,2.975693464,1.684454193,by
158,7,Person 2,Why do you feel sad for them?,"('qo',)",2.82695961,2.022838593,1.674360871,1.437401056,1.684454193,qo
158,8,Person 1,it is never a good thing to deal with,"('sv',)",2.505791903,2.482656717,1.96429956,2.076836348,1.684454193,sv
158,9,Person 2,Do you know anyone who has or has had cancer?,"('qy',)",1.401047468,1.379733682,0.965159595,1.195086956,1.684454193,qy
158,10,Person 1,"Not really, but i read articles about people living with it","('sd',)",2.265742064,1.887864351,1.1911906,2.52016592,1.684454193,sd
158,11,Person 2,Do you feel some kind of connection with people suffering from cancer?,"('qy',)",1.842226028,1.391260624,0.779285192,1.321930766,1.684454193,qy
158,12,Person 1,"Not really, Just feel pity for them.",(),2.283750772,2.179701567,1.392156243,1.963234186,1.684454193,none
158,13,Person 2,How would it make you feel if you discovered that some these patients were offended by your pity?,"('qo',)",2.025651217,1.990981221,1.247719407,1.549643517,1.684454193,qo
158,14,Person 1,I would change my ways toward the person,"('sd',)",2.228459597,1.859182954,1.037817717,2.667833567,1.684454193,sd
158,15,Person 2,How would you change your ways?,"('qw',)",1.094145775,1.087494493,0.781674147,1.236608505,1.684454193,qw
158,16,Person 1,By not feeling sad for them again,"('+',)",3.441128016,2.962510586,1.323938489,2.035420656,1.684454193,+
158,17,Person 2,Do you think the study was conclusive?,"('qy',)",0.941770971,0.985520184,0.646401882,1.002240062,1.684454193,qy
158,18,Person 1,"No, it is not.","('aa',)",1.554224491,1.721409202,1.19342649,1.624792099,1.684454193,aa
158,19,Person 2,How do you think the study could be improved?,"('qw',)",1.198102117,1.090209723,0.765543163,1.055466771,1.684454193,qw
158,20,Person 1,By conducting more research?,"('+',)",1.036628127,1.017571092,0.601769447,1.076186419,1.684454193,+
158,21,Person 2,Do you have any particular suggestions regarding the research methodology? What would be a good way to investigate the survival rates of lung cancer patients exposed to polution?,"('qy',)",1.222606421,1.048601747,0.7328462,1.212715864,1.684454193,qy
158,22,Person 1,"I think getting data from all hospitals, or having a data base for that will help","('sv',)",2.729528666,1.711668849,0.501765251,2.069577694,1.684454193,sv
158,23,Person 2,That sounds like a start. Are you interested in this particular kind of research?,"('qy',)",0.966839671,0.946427643,0.434432954,1.129618883,1.684454193,qy
158,24,Person 1,"Not for now, maybe in the near future.","('ng',)",1.365370154,1.325774074,0.916754246,1.466593981,1.684454193,ng
158,25,Person 2,Why not now? If you don't mind my asking,(),0.830333054,1.35033536,0.752748132,1.395214438,1.684454193,none
158,26,Person 1,Not ready for the commitment i have to put into the research project,(),1.881335258,2.139897346,1.282920599,2.240489483,1.684454193,none
158,27,Person 2,What do you think about the people dying in India from air pollution?,"('qo',)",1.607550383,1.102464795,1.186004996,1.18196106,1.684454193,qo
158,28,Person 1,sad and hope there is anything that can be the done,(),3.090469599,2.813395739,1.348464131,1.724253654,1.684454193,none
158,29,Person 2,How would you feel if you found out there wasn't anything that could be done?,"('qo',)",1.874578118,1.72132194,1.2614218,1.472363949,1.684454193,qo
158,30,Person 1,"well then fine, i think we have a good conversation. goodbye","('fc',)",0.694159508,1.535454035,0.514110029,1.320898294,1.684454193,fc
158,31,Person 2,bye,"('fc',)",0.375996351,0.742811739,1.016468406,0.913960993,1.684454193,fc
468,0,Person 1,what did you think about the article?,"('qo',)",0.635084331,0.681005538,1.001944184,0.779372454,1.726732199,qo
468,1,Person 2,I was able to understand the Jewish people and why they were angry. You,"('sd',)",2.589083433,2.212296247,0.769986153,2.004125834,1.726732199,sd
468,2,Person 1,"Yeah, I can definitely see why they were angry","('aa',)",3.124887705,2.597881079,1.72679162,2.161016226,1.726732199,aa
468,3,Person 2,They're probably still thinking about what happened back the nand the history.,"('sd',)",2.92538929,2.094039679,1.580940843,1.649283051,1.726732199,sd
468,4,Person 1,Yeah a lot of them survived nazi Germany and know firsthand,"('aa',)",2.78771019,2.406616211,1.541373134,2.156189919,1.726732199,aa
468,5,Person 2,Definitely. I wonder which president Jewish people are supporting in the upcoming election,"('aa',)",2.124685287,1.779971361,0.779216647,1.908830643,1.726732199,aa
468,6,Person 1,most likely on the blue side,(),1.340143681,1.174387574,0.797707796,1.422967672,1.726732199,none
468,7,Person 2,I agree. Do you know any Jewish people?,"('qy',)",1.037611246,1.162133217,0.676037788,1.226171613,1.726732199,qy
468,8,Person 1,"i know a few but not much, you?","('qy',)",0.829591453,1.136233687,0.889606476,1.389273882,1.726732199,qy
468,9,Person 2,I don't know any at all. I wish i did so i can ask them about this situation,"('sd',)",2.348237753,2.241173029,1.322342277,2.32927227,1.726732199,sd
468,10,Person 1,Do you support the current President?,"('qy',)",0.993721128,1.060591221,0.945575833,1.199569702,1.726732199,qy
468,11,Person 2,I don't. I disagree with his views and the way he is overall. You?,(),1.570020676,1.749692082,1.392786384,2.244277716,1.726732199,none
468,12,Person 1,same. I don't think hes even a decent president,"('aa',)",1.947064996,2.463838816,1.933413148,1.805233955,1.726732199,aa
468,13,Person 2,Do you have a nominee in mind for next election? I have been interested in Andrew Yang.,"('qy',)",1.010020375,1.194493651,0.740950823,1.6028198,1.726732199,qy
468,14,Person 1,I like Yang for his policies.,"('sd',)",1.666507244,1.757481813,0.426798314,2.335735083,1.726732199,sd
468,15,Person 2,"Same! The UBI is nice too. But back to this, i hope things get better for the Jewish people in the future",(),2.484478235,2.532932997,0.46088621,2.430225372,1.726732199,none
468,16,Person 1,"Yeah, it starts with getting the current president impeached soon.","('aa',)",1.833114624,1.934342861,1.256015182,1.750350714,1.726732199,aa
468,17,Person 2,Let's hope it happens!,(),1.854451299,2.309090853,0.252847821,1.4658885,1.726732199,none
468,18,Person 1,Agree!,"('ba',)",1.372580647,2.144252777,0.711743355,1.670211077,1.726732199,ba
468,19,Person 2,Well it was nice talking to you! Let's hope for a better future for everyone. bye,"('fc',)",1.410996079,2.062450171,0.415405989,1.287270308,1.726732199,fc
468,20,Person 1,bye,"('fc',)",0.3759965,0.742811799,1.016468167,0.913960814,1.726732199,fc
213,0,Person 1,"I find it unfortunate that scholars can relate articles in their personalizd inboxes in ways that relate to them through working means, and however as mTurk workers working remotely sometimes our means to relate are removed, and this relates to this message I received from this article.","('sv',)",2.592485666,2.428311825,1.37251842,2.934424877,1.735801564,sv
213,1,Person 2,What do you mean?,(),0.683151305,0.896280706,1.041895509,0.93712759,1.735801564,none
213,2,Person 1,"I mean that if I were ordering through a produce app on my smart phone, because I work remotely online as a contractor, my personlized internet of things will probably make it so that I don't even know the farmer or where the goods come from or whatever.","('sd',)",2.300224066,1.945009589,1.068620324,2.782243013,1.735801564,sd
213,3,Person 2,Yes but how is this related to the article?,(),0.986499131,1.11093998,0.911406815,1.183066368,1.735801564,none
213,4,Person 1,"Like there are ladders in place in society that keep everything in check, and somehow by working more incorporated (in my opinion) we have lost the ladder? Did they spill into the water supply in cohort with the protest? These are things that can make sense in order to bring a light to us stuck on the edge, but I don't see the relation and what it means to us.","('sv',)",2.595374584,2.512599468,1.484413028,2.626590729,1.735801564,sv
213,5,Person 2,I'm glad they shot that kids horse though,"('sd',)",2.162559986,2.652482748,1.016873956,2.005892515,1.735801564,sd
213,6,Person 1,If you don't bring anything from the article like that into the light then what.,"('sv',)",1.798007965,2.064889193,1.497930884,1.644910216,1.735801564,sv
213,7,Person 2,I don't know but just go along with it write short sentences and have 10 responses back and forth,"('sd',)",1.25850296,1.684353232,0.999724567,1.967338324,1.735801564,sd
213,8,Person 1,"Like that makes sense if this is supposed to be a how to discussion guide on how to relate to workers anywhere, but then what about the ladder they removed that allowed them to spill.",(),2.274705648,1.930984735,1.414380789,1.966889739,1.735801564,none
213,9,Person 2,I think protests are dumn,"('sv',)",2.081683397,2.086337805,1.665199637,2.014708519,1.735801564,sv
213,10,Person 1,I don't really get it at all. I'm completely lost on your point and the article and mine now.,(),2.202828169,2.958096743,1.437384248,1.974991083,1.735801564,none
213,11,Person 2,well thats fine as long as you keep talking we need more responses,(),0.96469897,1.64638114,0.636154175,1.468434095,1.735801564,none
213,12,Person 1,There's violence in the world and there's things happening! I want to get out there and do something.,"('sd',)",2.920349121,3.39343977,1.461612582,2.843768358,1.735801564,sd
213,13,Person 2,I want the world to burn,"('sd',)",2.727196693,3.158473253,1.861686826,2.717187166,1.735801564,sd
213,14,Person 1,"That would be really odd, don't you think?","('qy',)",2.107093096,2.008929253,1.40425241,1.510609269,1.735801564,qy
213,15,Person 2,I suppose but its better then this,"('sv',)",1.515202522,1.781293035,1.203469992,1.727305412,1.735801564,sv
213,16,Person 1,"I don't know about you, but I can live in the moment, but I wouldn't freely attend a protest that could somehow support polluting the environment","('no',)",2.288596392,2.543276548,1.736602664,2.897090197,1.735801564,no
213,17,Person 2,The environment is not important I like to litter and throw the plastic that keeps 6 pack cans into lakes and other bodies of water,"('sd',)",2.167525291,1.84965384,1.699867368,2.832173109,1.735801564,sd
213,18,Person 1,I'm trying to say that a protest could somehow support polluting. What are you trying to say?,(),1.834207535,1.663838863,1.286058545,1.659389257,1.735801564,none
213,19,Person 2,I'm saying don't protest anything,"('sd',)",1.336096525,2.060666323,1.508640409,2.081415892,1.735801564,sd
213,20,Person 1,"I'm trying to say that I'm confused that we are supposed to talk about the article, and you seem to say don't talk about it. Am I reading that right? I was also trying to say that the checks and balances in place in society keep things from happening like this, and it strikes me as odd that it just ""randomly"" happens","('qy',)",1.961830974,2.177167654,1.328541875,1.949451327,1.735801564,qy
213,21,Person 2,I suppose but we have our 10 responses so lets say goodbye,"('fc',)",1.02362299,1.634616733,0.866933823,1.593330622,1.735801564,fc
213,22,Person 1,bye,"('fc',)",0.3759965,0.742811799,1.016468167,0.913960814,1.735801564,fc
213,23,Person 2,1,(),0.860603273,0.882049203,1.178946137,1.248534918,1.735801564,none
213,24,Person 1,bye,"('fc',)",0.375996351,0.742811739,1.016468406,0.913960993,1.735801564,fc
304,0,Person 1,hi what did you think of the Africans?,"('fp', 'qo')",1.060342312,0.881478548,0.880423248,0.978025496,1.750093907,fp
304,1,Person 2,I think it is sad.,"('sv',)",3.826310158,3.065605402,1.924999118,2.484454393,1.750093907,sv
304,2,Person 1,yea those africans always have a hard time,"('sv',)",2.513199091,2.265316725,1.766216874,1.901219606,1.750093907,sv
304,3,Person 2,The world is a hard place to live,"('sv',)",2.886505842,2.873249054,2.175163746,2.085976839,1.750093907,sv
304,4,Person 1,yep god bless america and nowhere else amen,(),1.078528881,2.185760736,0.416711003,1.729129195,1.750093907,none
304,5,Person 2,America is a good place,"('sv',)",1.509238958,1.802293658,0.278677672,1.741014361,1.750093907,sv
304,6,Person 1,the best,"('sv',)",0.780521691,1.196882606,0.579283535,1.157693267,1.750093907,sv
304,7,Person 2,I agree,"('aa',)",1.512299299,1.723880172,0.757534683,1.953150511,1.750093907,aa
304,8,Person 1,we cant help these animals,(),3.258938313,3.216659546,1.824833274,2.195066929,1.750093907,none
304,9,Person 2,I guess not,(),1.271132469,1.411786199,1.083405614,1.425455451,1.750093907,none
304,10,Person 1,nope have you noticed the africans can never figure it out,"('ng',)",1.597985268,1.733246922,1.603271246,1.53210938,1.750093907,ng
304,11,Person 2,never noticed.,"('+',)",1.740614176,1.889524341,1.478145242,1.616045952,1.750093907,+
304,12,Person 1,we need a wall to keep these savages out,"('sd',)",2.49677515,2.461021662,1.72045064,1.95258069,1.750093907,sd
304,13,Person 2,a wall between the united states and Africa?,"('qy',)",1.562148809,1.607290626,1.447299004,1.667266011,1.750093907,qy
304,14,Person 1,yes we need to protect the atlantic ocean,(),2.078347445,1.485224724,0.94122231,1.757725239,1.750093907,none
304,15,Person 2,I guess,(),1.33941412,1.305944085,0.941713452,1.400297403,1.750093907,none
304,16,Person 1,trump needs to label the africans rapists like the mexicans,"('sv',)",2.133424282,2.492001772,1.867902637,2.308890581,1.750093907,sv
304,17,Person 2,I think he already did.,"('sd',)",1.535485864,1.441129208,0.825908303,1.726459503,1.750093907,sd
304,18,Person 1,not enough,"('sv',)",1.339091063,1.518117309,1.535880208,1.41555202,1.750093907,sv
304,19,Person 2,"I guess, it was nice chatting bye","('fc',)",0.855672359,1.41610229,0.251797646,0.859604836,1.750093907,fc
304,20,Person 1,bye,"('fc',)",0.3759965,0.742811799,1.016468167,0.913960814,1.750093907,fc
132,0,Person 1,I'm sorry his marriage did not work out.,"('fa',)",2.343733072,2.444163561,1.414197087,1.654384494,1.750671941,fa
132,1,Person 2,It was terrible. I felt a bit bad for him but not really because he's rich.,"('by', 'sv')",3.678721189,3.428928137,1.790375352,2.817551851,1.750671941,by
132,2,Person 1,"Money is not always happiness, but I would like to be rich.","('sd',)",2.004553318,2.210728407,0.657551885,2.809176207,1.750671941,sd
132,3,Person 2,That's true. Are you a fan of Billy BOb Thornton or Angelina Jolie?,"('qy',)",1.238762259,1.298747063,0.713683248,1.591670752,1.750671941,qy
132,4,Person 1,"Not really, You?","('bh',)",0.801057398,1.420393586,1.205695391,1.189699888,1.750671941,bh
132,5,Person 2,NO but i have seen Angelina Jolie's movies.,"('ng',)",1.669976711,1.969929338,1.139256597,2.469429255,1.750671941,ng
132,6,Person 1,They are okay actor and actress,"('sv',)",1.297006011,1.673771143,0.554183364,1.964844227,1.750671941,sv
132,7,Person 2,Do you think Angelina Jolie deserves to keep the children?,"('qy',)",2.026622057,1.952127099,1.185238242,1.603814244,1.750671941,qy
